0,0.588487053,112.5462383,0.30570756,158.1004861,0,0.630521843,0.275136804,0,0,1.054691083,0,0,0.252208737,0.22928067,15.2242365,344.4521721,0,5.670875241,1.348934609,0.221637981,3.133502492,0,4.482437101,125.9629788,53.48353765
0.287518213,0.610004857,605.4084507,3.341427878,905.0101991,2.385624089,3.62894609,0.322486644,2.564351627,0.322486644,3.19378339,0,0,2.063137445,0.334142788,42.12918893,1416.407965,0.295288975,46.12724624,2.338999514,0.380767363,9.701796989,0,14.03788247,458.7353084,184.8625546
0,0.230722326,162.1318743,0.770447766,244.4049836,0.679806852,0.704527102,0.387283904,0.40376407,0,1.165971753,0.547965523,0.152441537,1.359613705,0,15.89100018,292.7454309,0,14.92279042,0.964089718,0,2.010580267,0,3.897559287,99.42896224,35.56831853
0,0.287605405,155.5785462,0.395457432,157.7395813,0.459369745,0,0.371490315,0.367495796,0,1.617780405,0,0.471353303,0.734991592,0,18.11914054,346.4007382,0,7.953088363,0.547249174,0,2.584454129,0.139808183,2.188996697,28.13739549,30.89760848
0.78066592,0.570010037,905.1842,4.068549903,797.1218624,2.151994416,2.156124923,0.210655883,3.820719452,0.578271052,2.366780806,0,0,13.15979694,0,31.64381808,945.7870889,0.276744004,68.47142308,2.54439263,0.446094812,8.277537061,0,15.42744557,410.5187504,159.4169376
0,0.479244362,389.6779478,0.749363912,455.9748702,0.605590603,0.910564288,0.196054512,0.919277822,0,2.365724443,0,0,1.411592485,0,21.50935834,785.7124185,0,23.15185947,1.520511659,0.444390227,5.127914677,0,6.125614304,150.0034854,102.9634729
0.236016962,0.568762188,268.1268765,0.638406537,353.8977621,0.66162132,0.742873062,0.371436531,3.714365308,0.402389575,1.938434395,0.328876095,0,2.240226576,0,25.93865107,712.1831182,0,31.75008512,2.054508311,0.321137834,6.225431021,0,11.86662333,329.9207602,125.6693596
0,0.307261483,432.032982,1.579090662,765.9484267,2.430866166,1.687993466,0.361712886,0.626191124,0.490062619,2.675897476,0.439500603,0.194469293,5.285675392,0,41.47641087,891.5639221,0.221694994,95.35996266,2.800357823,0.287814554,7.02812026,0.108902804,13.43393878,416.0748318,160.9894598
0.610587239,0.537488766,765.5645997,2.197254077,908.3861147,2.992737452,3.895718579,0.399891642,4.192412379,0.417091283,2.205853898,0,0.31819335,10.19508692,0,27.98811505,823.2005951,0.227895237,83.58595305,3.341030172,0.408491463,10.41008243,0.150496855,18.40791527,501.2491239,203.4287483
0,0.3955329,409.828589,1.0170846,455.7991984,0.968652,1.880799299,0.4358934,1.049373,0,2.231935649,0,0.18969435,3.430642499,0,25.29796139,662.8404913,0.1130094,35.53742024,1.0735893,0.34306425,4.145023349,0,5.836128298,123.1923541,80.11155642
